subject,trial,dominant_leg,mot_file,c3d_file,emg_file,output_csv,start_grf_idx,start_time_sec,end_mocap_idx,status
S34,3,R,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\EMG and IMU\Processed_Normalized_EMG\S34_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S34_stw3_cropped_rise_to_hs_emg.csv,2052,2.052,905,success
S34,4,R,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\EMG and IMU\Processed_Normalized_EMG\S34_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S34_stw4_cropped_rise_to_hs_emg.csv,2510,2.51,1011,success
S34,5,R,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\EMG and IMU\Processed_Normalized_EMG\S34_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S34_stw5_cropped_rise_to_hs_emg.csv,3019,3.019,1157,success
S37,2,R,D:\RESEARCH\STW_dataset\Extracted\S37\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S37\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S37\ExpData\EMG and IMU\Processed_Normalized_EMG\S37_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S37\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S37_stw2_cropped_rise_to_hs_emg.csv,2925,2.925,1226,success
S37,4,R,D:\RESEARCH\STW_dataset\Extracted\S37\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S37\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S37\ExpData\EMG and IMU\Processed_Normalized_EMG\S37_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S37\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S37_stw4_cropped_rise_to_hs_emg.csv,3546,3.546,1193,success
S37,5,R,D:\RESEARCH\STW_dataset\Extracted\S37\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S37\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S37\ExpData\EMG and IMU\Processed_Normalized_EMG\S37_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S37\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S37_stw5_cropped_rise_to_hs_emg.csv,2801,2.801,1089,success
S38,1,R,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\EMG and IMU\Processed_Normalized_EMG\S38_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S38_stw1_cropped_rise_to_hs_emg.csv,2573,2.573,1135,success
S38,2,R,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\EMG and IMU\Processed_Normalized_EMG\S38_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S38_stw2_cropped_rise_to_hs_emg.csv,2640,2.64,1200,success
S38,3,R,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\EMG and IMU\Processed_Normalized_EMG\S38_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S38_stw3_cropped_rise_to_hs_emg.csv,2815,2.815,1270,success
S38,4,R,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\EMG and IMU\Processed_Normalized_EMG\S38_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S38_stw4_cropped_rise_to_hs_emg.csv,3635,3.635,1373,success
S38,5,R,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\EMG and IMU\Processed_Normalized_EMG\S38_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S38\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S38_stw5_cropped_rise_to_hs_emg.csv,2640,2.64,1200,success
S43,1,R,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\EMG and IMU\Processed_Normalized_EMG\S43_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S43_stw1_cropped_rise_to_hs_emg.csv,3086,3.086,1212,success
S43,3,R,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\EMG and IMU\Processed_Normalized_EMG\S43_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S43_stw3_cropped_rise_to_hs_emg.csv,1056,1.056,1044,success
S43,4,R,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\EMG and IMU\Processed_Normalized_EMG\S43_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S43_stw4_cropped_rise_to_hs_emg.csv,1024,1.024,1147,success
S43,5,R,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\EMG and IMU\Processed_Normalized_EMG\S43_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S43\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S43_stw5_cropped_rise_to_hs_emg.csv,1406,1.406,1159,success
S60,1,R,D:\RESEARCH\STW_dataset\Extracted\S60\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S60\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S60\ExpData\EMG and IMU\Processed_Normalized_EMG\S60_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S60\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S60_stw1_cropped_rise_to_hs_emg.csv,2432,2.432,932,success
S60,4,R,D:\RESEARCH\STW_dataset\Extracted\S60\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S60\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S60\ExpData\EMG and IMU\Processed_Normalized_EMG\S60_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S60\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S60_stw4_cropped_rise_to_hs_emg.csv,1517,1.517,944,success
S60,5,R,D:\RESEARCH\STW_dataset\Extracted\S60\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S60\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S60\ExpData\EMG and IMU\Processed_Normalized_EMG\S60_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S60\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S60_stw5_cropped_rise_to_hs_emg.csv,2390,2.39,923,success
S64,1,R,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\EMG and IMU\Processed_Normalized_EMG\S64_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S64_stw1_cropped_rise_to_hs_emg.csv,2658,2.658,1036,success
S64,2,R,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\EMG and IMU\Processed_Normalized_EMG\S64_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S64_stw2_cropped_rise_to_hs_emg.csv,2508,2.508,951,success
S64,3,R,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\EMG and IMU\Processed_Normalized_EMG\S64_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S64_stw3_cropped_rise_to_hs_emg.csv,0,0.0,983,success
S64,4,R,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\EMG and IMU\Processed_Normalized_EMG\S64_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S64_stw4_cropped_rise_to_hs_emg.csv,2570,2.57,978,success
S64,5,R,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\EMG and IMU\Processed_Normalized_EMG\S64_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S64\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S64_stw5_cropped_rise_to_hs_emg.csv,2310,2.31,907,success
S65,1,R,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\EMG and IMU\Processed_Normalized_EMG\S65_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S65_stw1_cropped_rise_to_hs_emg.csv,1312,1.312,895,success
S65,2,R,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\EMG and IMU\Processed_Normalized_EMG\S65_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S65_stw2_cropped_rise_to_hs_emg.csv,1088,1.088,936,success
S65,3,R,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\EMG and IMU\Processed_Normalized_EMG\S65_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S65_stw3_cropped_rise_to_hs_emg.csv,892,0.892,918,success
S65,4,R,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\EMG and IMU\Processed_Normalized_EMG\S65_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S65_stw4_cropped_rise_to_hs_emg.csv,2556,2.556,897,success
S65,5,R,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\EMG and IMU\Processed_Normalized_EMG\S65_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S65\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S65_stw5_cropped_rise_to_hs_emg.csv,0,0.0,866,success
S40,1,R,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\EMG and IMU\Processed_Normalized_EMG\S40_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S40_stw1_cropped_rise_to_hs_emg.csv,2914,2.914,1115,success
S40,2,R,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\EMG and IMU\Processed_Normalized_EMG\S40_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S40_stw2_cropped_rise_to_hs_emg.csv,2641,2.641,1048,success
S40,3,R,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\EMG and IMU\Processed_Normalized_EMG\S40_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S40_stw3_cropped_rise_to_hs_emg.csv,1808,1.808,1011,success
S40,4,R,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\EMG and IMU\Processed_Normalized_EMG\S40_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S40_stw4_cropped_rise_to_hs_emg.csv,2227,2.227,905,success
S40,5,R,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\EMG and IMU\Processed_Normalized_EMG\S40_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S40\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S40_stw5_cropped_rise_to_hs_emg.csv,1826,1.826,844,success
S45,1,R,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\EMG and IMU\Processed_Normalized_EMG\S45_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S45_stw1_cropped_rise_to_hs_emg.csv,1017,1.017,1187,success
S45,2,R,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\EMG and IMU\Processed_Normalized_EMG\S45_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S45_stw2_cropped_rise_to_hs_emg.csv,2569,2.569,987,success
S45,3,R,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\EMG and IMU\Processed_Normalized_EMG\S45_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S45_stw3_cropped_rise_to_hs_emg.csv,2273,2.273,935,success
S45,4,R,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\EMG and IMU\Processed_Normalized_EMG\S45_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S45_stw4_cropped_rise_to_hs_emg.csv,2683,2.683,959,success
S45,5,R,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\EMG and IMU\Processed_Normalized_EMG\S45_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S45\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S45_stw5_cropped_rise_to_hs_emg.csv,2836,2.836,961,success
S47,1,R,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\EMG and IMU\Processed_Normalized_EMG\S47_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S47_stw1_cropped_rise_to_hs_emg.csv,2807,2.807,1105,success
S47,2,R,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\EMG and IMU\Processed_Normalized_EMG\S47_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S47_stw2_cropped_rise_to_hs_emg.csv,3082,3.082,1137,success
S47,3,R,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\EMG and IMU\Processed_Normalized_EMG\S47_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S47_stw3_cropped_rise_to_hs_emg.csv,1642,1.642,1008,success
S47,4,R,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\EMG and IMU\Processed_Normalized_EMG\S47_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S47_stw4_cropped_rise_to_hs_emg.csv,2246,2.246,948,success
S47,5,R,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\EMG and IMU\Processed_Normalized_EMG\S47_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S47\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S47_stw5_cropped_rise_to_hs_emg.csv,2409,2.409,956,success
S48,1,R,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\EMG and IMU\Processed_Normalized_EMG\S48_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S48_stw1_cropped_rise_to_hs_emg.csv,2099,2.099,983,success
S48,2,R,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\EMG and IMU\Processed_Normalized_EMG\S48_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S48_stw2_cropped_rise_to_hs_emg.csv,2142,2.142,977,success
S48,3,R,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\EMG and IMU\Processed_Normalized_EMG\S48_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S48_stw3_cropped_rise_to_hs_emg.csv,2137,2.137,960,success
S48,4,R,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\EMG and IMU\Processed_Normalized_EMG\S48_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S48_stw4_cropped_rise_to_hs_emg.csv,2009,2.009,1005,success
S48,5,R,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\EMG and IMU\Processed_Normalized_EMG\S48_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S48\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S48_stw5_cropped_rise_to_hs_emg.csv,2011,2.011,911,success
S49,1,R,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\EMG and IMU\Processed_Normalized_EMG\S49_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S49_stw1_cropped_rise_to_hs_emg.csv,1790,1.79,980,success
S49,2,R,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\EMG and IMU\Processed_Normalized_EMG\S49_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S49_stw2_cropped_rise_to_hs_emg.csv,2071,2.071,954,success
S49,3,R,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\EMG and IMU\Processed_Normalized_EMG\S49_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S49_stw3_cropped_rise_to_hs_emg.csv,2218,2.218,983,success
S49,4,R,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\EMG and IMU\Processed_Normalized_EMG\S49_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S49_stw4_cropped_rise_to_hs_emg.csv,2511,2.511,985,success
S49,5,R,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\EMG and IMU\Processed_Normalized_EMG\S49_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S49\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S49_stw5_cropped_rise_to_hs_emg.csv,2526,2.526,967,success
