subject,trial,dominant_leg,mot_file,c3d_file,emg_file,output_csv,start_grf_idx,start_time_sec,end_mocap_idx,status
S17,3,R,D:\RESEARCH\STW_dataset\Extracted\S17\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S17\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S17\ExpData\EMG and IMU\Processed_Normalized_EMG\S17_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S17\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S17_stw3_cropped_rise_to_hs_emg.csv,3265,3.265,1071,success
S17,4,R,D:\RESEARCH\STW_dataset\Extracted\S17\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S17\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S17\ExpData\EMG and IMU\Processed_Normalized_EMG\S17_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S17\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S17_stw4_cropped_rise_to_hs_emg.csv,3283,3.283,1078,success
S17,5,R,D:\RESEARCH\STW_dataset\Extracted\S17\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S17\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S17\ExpData\EMG and IMU\Processed_Normalized_EMG\S17_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S17\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S17_stw5_cropped_rise_to_hs_emg.csv,3242,3.242,1073,success
S19,1,R,D:\RESEARCH\STW_dataset\Extracted\S19\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S19\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S19\ExpData\EMG and IMU\Processed_Normalized_EMG\S19_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S19\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S19_stw1_cropped_rise_to_hs_emg.csv,3913,3.913,1182,success
S19,2,R,D:\RESEARCH\STW_dataset\Extracted\S19\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S19\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S19\ExpData\EMG and IMU\Processed_Normalized_EMG\S19_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S19\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S19_stw2_cropped_rise_to_hs_emg.csv,3353,3.353,1042,success
S19,3,R,D:\RESEARCH\STW_dataset\Extracted\S19\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S19\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S19\ExpData\EMG and IMU\Processed_Normalized_EMG\S19_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S19\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S19_stw3_cropped_rise_to_hs_emg.csv,3074,3.074,1021,success
S20,1,R,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\EMG and IMU\Processed_Normalized_EMG\S20_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S20_stw1_cropped_rise_to_hs_emg.csv,2871,2.871,978,success
S20,2,R,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\EMG and IMU\Processed_Normalized_EMG\S20_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S20_stw2_cropped_rise_to_hs_emg.csv,3136,3.136,1012,success
S20,3,R,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\EMG and IMU\Processed_Normalized_EMG\S20_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S20_stw3_cropped_rise_to_hs_emg.csv,3576,3.576,1100,success
S20,4,R,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\EMG and IMU\Processed_Normalized_EMG\S20_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S20_stw4_cropped_rise_to_hs_emg.csv,3257,3.257,1048,success
S20,5,R,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\EMG and IMU\Processed_Normalized_EMG\S20_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S20\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S20_stw5_cropped_rise_to_hs_emg.csv,3270,3.27,1051,success
S22,1,R,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\EMG and IMU\Processed_Normalized_EMG\S22_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S22_stw1_cropped_rise_to_hs_emg.csv,3725,3.725,1135,success
S22,2,R,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\EMG and IMU\Processed_Normalized_EMG\S22_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S22_stw2_cropped_rise_to_hs_emg.csv,3198,3.198,1031,success
S22,3,R,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\EMG and IMU\Processed_Normalized_EMG\S22_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S22_stw3_cropped_rise_to_hs_emg.csv,2854,2.854,974,success
S22,4,R,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\EMG and IMU\Processed_Normalized_EMG\S22_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S22_stw4_cropped_rise_to_hs_emg.csv,1948,1.948,1051,success
S22,5,R,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\EMG and IMU\Processed_Normalized_EMG\S22_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S22\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S22_stw5_cropped_rise_to_hs_emg.csv,3599,3.599,1108,success
S23,1,R,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\EMG and IMU\Processed_Normalized_EMG\S23_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S23_stw1_cropped_rise_to_hs_emg.csv,1809,1.809,1001,success
S23,2,R,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\EMG and IMU\Processed_Normalized_EMG\S23_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S23_stw2_cropped_rise_to_hs_emg.csv,3157,3.157,996,success
S23,3,R,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\EMG and IMU\Processed_Normalized_EMG\S23_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S23_stw3_cropped_rise_to_hs_emg.csv,3832,3.832,1179,success
S23,4,R,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\EMG and IMU\Processed_Normalized_EMG\S23_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S23_stw4_cropped_rise_to_hs_emg.csv,1214,1.214,1075,success
S23,5,R,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\EMG and IMU\Processed_Normalized_EMG\S23_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S23\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S23_stw5_cropped_rise_to_hs_emg.csv,3296,3.296,1070,success
S25,1,R,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\EMG and IMU\Processed_Normalized_EMG\S25_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S25_stw1_cropped_rise_to_hs_emg.csv,3297,3.297,1485,success
S25,2,R,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\EMG and IMU\Processed_Normalized_EMG\S25_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S25_stw2_cropped_rise_to_hs_emg.csv,2680,2.68,1465,success
S25,3,R,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\EMG and IMU\Processed_Normalized_EMG\S25_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S25_stw3_cropped_rise_to_hs_emg.csv,2914,2.914,1416,success
S25,4,R,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\EMG and IMU\Processed_Normalized_EMG\S25_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S25_stw4_cropped_rise_to_hs_emg.csv,2923,2.923,1430,success
S25,5,R,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\EMG and IMU\Processed_Normalized_EMG\S25_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S25\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S25_stw5_cropped_rise_to_hs_emg.csv,3418,3.418,1546,success
S35,1,R,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\EMG and IMU\Processed_Normalized_EMG\S35_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S35_stw1_cropped_rise_to_hs_emg.csv,2179,2.179,813,success
S35,2,R,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\EMG and IMU\Processed_Normalized_EMG\S35_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S35_stw2_cropped_rise_to_hs_emg.csv,1804,1.804,864,success
S35,3,R,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\EMG and IMU\Processed_Normalized_EMG\S35_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S35_stw3_cropped_rise_to_hs_emg.csv,1933,1.933,743,success
S35,4,R,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\EMG and IMU\Processed_Normalized_EMG\S35_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S35_stw4_cropped_rise_to_hs_emg.csv,1986,1.986,771,success
S35,5,R,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\EMG and IMU\Processed_Normalized_EMG\S35_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S35\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S35_stw5_cropped_rise_to_hs_emg.csv,2471,2.471,844,success
S41,3,R,D:\RESEARCH\STW_dataset\Extracted\S41\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S41\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S41\ExpData\EMG and IMU\Processed_Normalized_EMG\S41_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S41\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S41_stw3_cropped_rise_to_hs_emg.csv,2646,2.646,947,success
S41,4,R,D:\RESEARCH\STW_dataset\Extracted\S41\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S41\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S41\ExpData\EMG and IMU\Processed_Normalized_EMG\S41_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S41\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S41_stw4_cropped_rise_to_hs_emg.csv,77,0.077,730,success
S46,1,R,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\EMG and IMU\Processed_Normalized_EMG\S46_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S46_stw1_cropped_rise_to_hs_emg.csv,2585,2.585,1301,success
S46,2,R,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\EMG and IMU\Processed_Normalized_EMG\S46_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S46_stw2_cropped_rise_to_hs_emg.csv,2956,2.956,1327,success
S46,3,R,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\EMG and IMU\Processed_Normalized_EMG\S46_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S46_stw3_cropped_rise_to_hs_emg.csv,2421,2.421,1253,success
S46,4,R,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\EMG and IMU\Processed_Normalized_EMG\S46_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S46_stw4_cropped_rise_to_hs_emg.csv,2724,2.724,1259,success
S46,5,R,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\EMG and IMU\Processed_Normalized_EMG\S46_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S46\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S46_stw5_cropped_rise_to_hs_emg.csv,2543,2.543,1289,success
S26,1,R,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\EMG and IMU\Processed_Normalized_EMG\S26_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S26_stw1_cropped_rise_to_hs_emg.csv,1724,1.724,1035,success
S26,2,R,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\EMG and IMU\Processed_Normalized_EMG\S26_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S26_stw2_cropped_rise_to_hs_emg.csv,2733,2.733,1034,success
S26,3,R,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\EMG and IMU\Processed_Normalized_EMG\S26_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S26_stw3_cropped_rise_to_hs_emg.csv,3302,3.302,1156,success
S26,4,R,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\EMG and IMU\Processed_Normalized_EMG\S26_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S26_stw4_cropped_rise_to_hs_emg.csv,2240,2.24,917,success
S26,5,R,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\EMG and IMU\Processed_Normalized_EMG\S26_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S26\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S26_stw5_cropped_rise_to_hs_emg.csv,2325,2.325,900,success
S29,1,R,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\EMG and IMU\Processed_Normalized_EMG\S29_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S29_stw1_cropped_rise_to_hs_emg.csv,3081,3.081,1028,success
S29,2,R,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\EMG and IMU\Processed_Normalized_EMG\S29_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S29_stw2_cropped_rise_to_hs_emg.csv,2904,2.904,1006,success
S29,3,R,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\EMG and IMU\Processed_Normalized_EMG\S29_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S29_stw3_cropped_rise_to_hs_emg.csv,2374,2.374,882,success
S29,5,R,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\EMG and IMU\Processed_Normalized_EMG\S29_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S29\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S29_stw5_cropped_rise_to_hs_emg.csv,2729,2.729,1034,success
S30,5,R,D:\RESEARCH\STW_dataset\Extracted\S30\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S30\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S30\ExpData\EMG and IMU\Processed_Normalized_EMG\S30_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S30\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S30_stw5_cropped_rise_to_hs_emg.csv,241,0.241,986,success
S32,3,R,D:\RESEARCH\STW_dataset\Extracted\S32\ExpData\Mocap\grfResults\stw3.mot,D:\RESEARCH\STW_dataset\Extracted\S32\ExpData\Mocap\stw3.c3d,D:\RESEARCH\STW_dataset\Extracted\S32\ExpData\EMG and IMU\Processed_Normalized_EMG\S32_stw3_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S32\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S32_stw3_cropped_rise_to_hs_emg.csv,3374,3.374,1271,success
S32,4,R,D:\RESEARCH\STW_dataset\Extracted\S32\ExpData\Mocap\grfResults\stw4.mot,D:\RESEARCH\STW_dataset\Extracted\S32\ExpData\Mocap\stw4.c3d,D:\RESEARCH\STW_dataset\Extracted\S32\ExpData\EMG and IMU\Processed_Normalized_EMG\S32_stw4_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S32\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S32_stw4_cropped_rise_to_hs_emg.csv,3648,3.648,1322,success
S32,5,R,D:\RESEARCH\STW_dataset\Extracted\S32\ExpData\Mocap\grfResults\stw5.mot,D:\RESEARCH\STW_dataset\Extracted\S32\ExpData\Mocap\stw5.c3d,D:\RESEARCH\STW_dataset\Extracted\S32\ExpData\EMG and IMU\Processed_Normalized_EMG\S32_stw5_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S32\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S32_stw5_cropped_rise_to_hs_emg.csv,2468,2.468,1206,success
S34,1,R,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\Mocap\grfResults\stw1.mot,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\Mocap\stw1.c3d,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\EMG and IMU\Processed_Normalized_EMG\S34_stw1_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S34_stw1_cropped_rise_to_hs_emg.csv,1842,1.842,932,success
S34,2,R,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\Mocap\grfResults\stw2.mot,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\Mocap\stw2.c3d,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\EMG and IMU\Processed_Normalized_EMG\S34_stw2_processed_normalized_emg.csv,D:\RESEARCH\STW_dataset\Extracted\S34\ExpData\EMG and IMU\Cropped_EMG_RiseToHeelStrike\S34_stw2_cropped_rise_to_hs_emg.csv,2435,2.435,1025,success
