muscle_column,emg_fs,start_grf_idx,end_mocap_idx,mapped_start_emg_idx,mapped_end_emg_idx,cropped_length,status,subject,trial
Vastus Lateralis (%),1778,4242,1149,7542,10215,2673,success,S16,5
Vastus Medialis (%),1778,4242,1149,7542,10215,2673,success,S16,5
Semitendinosus (%),1259,4242,1149,5341,7233,1892,success,S16,5
Bicep Femoris (%),1259,4242,1149,5341,7233,1892,success,S16,5
Tibialis Anterior (%),1259,3593,1194,4524,7516,2992,success,S17,1
Gastrocnemius Medialis (%),1778,3593,1194,6388,10615,4227,success,S17,1
Gastrocnemius Lateralis (%),1778,3593,1194,6388,10615,4227,success,S17,1
Rectus Femoris (%),1259,3593,1194,4524,7516,2992,success,S17,1
Vastus Lateralis (%),1778,3593,1194,6388,10615,4227,success,S17,1
Vastus Medialis (%),1778,3593,1194,6388,10615,4227,success,S17,1
Semitendinosus (%),1259,3593,1194,4524,7516,2992,success,S17,1
Bicep Femoris (%),1259,3593,1194,4524,7516,2992,success,S17,1
Tibialis Anterior (%),1259,3642,1158,4585,7290,2705,success,S17,2
Gastrocnemius Medialis (%),1778,3642,1158,6475,10295,3820,success,S17,2
Gastrocnemius Lateralis (%),1778,3642,1158,6475,10295,3820,success,S17,2
Rectus Femoris (%),1259,3642,1158,4585,7290,2705,success,S17,2
Vastus Lateralis (%),1778,3642,1158,6475,10295,3820,success,S17,2
Vastus Medialis (%),1778,3642,1158,6475,10295,3820,success,S17,2
Semitendinosus (%),1259,3642,1158,4585,7290,2705,success,S17,2
Bicep Femoris (%),1259,3642,1158,4585,7290,2705,success,S17,2
Tibialis Anterior (%),1259,3265,1071,4111,6742,2631,success,S17,3
Gastrocnemius Medialis (%),1778,3265,1071,5805,9521,3716,success,S17,3
Gastrocnemius Lateralis (%),1778,3265,1071,5805,9521,3716,success,S17,3
Rectus Femoris (%),1259,3265,1071,4111,6742,2631,success,S17,3
Vastus Lateralis (%),1778,3265,1071,5805,9521,3716,success,S17,3
Vastus Medialis (%),1778,3265,1071,5805,9521,3716,success,S17,3
Semitendinosus (%),1259,3265,1071,4111,6742,2631,success,S17,3
Bicep Femoris (%),1259,3265,1071,4111,6742,2631,success,S17,3
Tibialis Anterior (%),1259,3283,1078,4133,6786,2653,success,S17,4
Gastrocnemius Medialis (%),1778,3283,1078,5837,9583,3746,success,S17,4
Gastrocnemius Lateralis (%),1778,3283,1078,5837,9583,3746,success,S17,4
Rectus Femoris (%),1259,3283,1078,4133,6786,2653,success,S17,4
Vastus Lateralis (%),1778,3283,1078,5837,9583,3746,success,S17,4
Vastus Medialis (%),1778,3283,1078,5837,9583,3746,success,S17,4
Semitendinosus (%),1259,3283,1078,4133,6786,2653,success,S17,4
Bicep Femoris (%),1259,3283,1078,4133,6786,2653,success,S17,4
Tibialis Anterior (%),1259,3242,1073,4082,6755,2673,success,S17,5
Gastrocnemius Medialis (%),1778,3242,1073,5764,9539,3775,success,S17,5
Gastrocnemius Lateralis (%),1778,3242,1073,5764,9539,3775,success,S17,5
Rectus Femoris (%),1259,3242,1073,4082,6755,2673,success,S17,5
Vastus Lateralis (%),1778,3242,1073,5764,9539,3775,success,S17,5
Vastus Medialis (%),1778,3242,1073,5764,9539,3775,success,S17,5
Semitendinosus (%),1259,3242,1073,4082,6755,2673,success,S17,5
Bicep Femoris (%),1259,3242,1073,4082,6755,2673,success,S17,5
Tibialis Anterior (%),1259,3913,1182,4926,7441,2515,success,S19,1
Gastrocnemius Medialis (%),1778,3913,1182,6957,10508,3551,success,S19,1
Gastrocnemius Lateralis (%),1778,3913,1182,6957,10508,3551,success,S19,1
Rectus Femoris (%),1259,3913,1182,4926,7441,2515,success,S19,1
Vastus Lateralis (%),1778,3913,1182,6957,10508,3551,success,S19,1
Vastus Medialis (%),1778,3913,1182,6957,10508,3551,success,S19,1
Semitendinosus (%),1259,3913,1182,4926,7441,2515,success,S19,1
Bicep Femoris (%),1259,3913,1182,4926,7441,2515,success,S19,1
Tibialis Anterior (%),1259,3353,1042,4221,6559,2338,success,S19,2
Gastrocnemius Medialis (%),1778,3353,1042,5962,9263,3301,success,S19,2
Gastrocnemius Lateralis (%),1778,3353,1042,5962,9263,3301,success,S19,2
Rectus Femoris (%),1259,3353,1042,4221,6559,2338,success,S19,2
Vastus Lateralis (%),1778,3353,1042,5962,9263,3301,success,S19,2
Vastus Medialis (%),1778,3353,1042,5962,9263,3301,success,S19,2
Semitendinosus (%),1259,3353,1042,4221,6559,2338,success,S19,2
Bicep Femoris (%),1259,3353,1042,4221,6559,2338,success,S19,2
Tibialis Anterior (%),1259,3074,1021,3870,6427,2557,success,S19,3
Gastrocnemius Medialis (%),1778,3074,1021,5466,9077,3611,success,S19,3
Gastrocnemius Lateralis (%),1778,3074,1021,5466,9077,3611,success,S19,3
Rectus Femoris (%),1259,3074,1021,3870,6427,2557,success,S19,3
Vastus Lateralis (%),1778,3074,1021,5466,9077,3611,success,S19,3
Vastus Medialis (%),1778,3074,1021,5466,9077,3611,success,S19,3
Semitendinosus (%),1259,3074,1021,3870,6427,2557,success,S19,3
Bicep Femoris (%),1259,3074,1021,3870,6427,2557,success,S19,3
Tibialis Anterior (%),1259,2871,978,3615,6157,2542,success,S20,1
Gastrocnemius Medialis (%),1778,2871,978,5105,8694,3589,success,S20,1
Gastrocnemius Lateralis (%),1778,2871,978,5105,8694,3589,success,S20,1
Rectus Femoris (%),1259,2871,978,3615,6157,2542,success,S20,1
Vastus Lateralis (%),1778,2871,978,5105,8694,3589,success,S20,1
Vastus Medialis (%),1778,2871,978,5105,8694,3589,success,S20,1
Semitendinosus (%),1259,2871,978,3615,6157,2542,success,S20,1
Bicep Femoris (%),1259,2871,978,3615,6157,2542,success,S20,1
Tibialis Anterior (%),1259,3136,1012,3948,6371,2423,success,S20,2
Gastrocnemius Medialis (%),1778,3136,1012,5576,8997,3421,success,S20,2
Gastrocnemius Lateralis (%),1778,3136,1012,5576,8997,3421,success,S20,2
Rectus Femoris (%),1259,3136,1012,3948,6371,2423,success,S20,2
Vastus Lateralis (%),1778,3136,1012,5576,8997,3421,success,S20,2
Vastus Medialis (%),1778,3136,1012,5576,8997,3421,success,S20,2
Semitendinosus (%),1259,3136,1012,3948,6371,2423,success,S20,2
Bicep Femoris (%),1259,3136,1012,3948,6371,2423,success,S20,2
Tibialis Anterior (%),1259,3576,1100,4502,6924,2422,success,S20,3
Gastrocnemius Medialis (%),1778,3576,1100,6358,9779,3421,success,S20,3
Gastrocnemius Lateralis (%),1778,3576,1100,6358,9779,3421,success,S20,3
Rectus Femoris (%),1259,3576,1100,4502,6924,2422,success,S20,3
Vastus Lateralis (%),1778,3576,1100,6358,9779,3421,success,S20,3
Vastus Medialis (%),1778,3576,1100,6358,9779,3421,success,S20,3
Semitendinosus (%),1259,3576,1100,4502,6924,2422,success,S20,3
Bicep Femoris (%),1259,3576,1100,4502,6924,2422,success,S20,3
Tibialis Anterior (%),1259,3257,1048,4101,6597,2496,success,S20,4
Gastrocnemius Medialis (%),1778,3257,1048,5791,9317,3526,success,S20,4
Gastrocnemius Lateralis (%),1778,3257,1048,5791,9317,3526,success,S20,4
Rectus Femoris (%),1259,3257,1048,4101,6597,2496,success,S20,4
Vastus Lateralis (%),1778,3257,1048,5791,9317,3526,success,S20,4
Vastus Medialis (%),1778,3257,1048,5791,9317,3526,success,S20,4
Semitendinosus (%),1259,3257,1048,4101,6597,2496,success,S20,4
Bicep Femoris (%),1259,3257,1048,4101,6597,2496,success,S20,4
Tibialis Anterior (%),1259,3270,1051,4117,6616,2499,success,S20,5
Gastrocnemius Medialis (%),1778,3270,1051,5814,9343,3529,success,S20,5
Gastrocnemius Lateralis (%),1778,3270,1051,5814,9343,3529,success,S20,5
Rectus Femoris (%),1259,3270,1051,4117,6616,2499,success,S20,5
Vastus Lateralis (%),1778,3270,1051,5814,9343,3529,success,S20,5
Vastus Medialis (%),1778,3270,1051,5814,9343,3529,success,S20,5
Semitendinosus (%),1259,3270,1051,4117,6616,2499,success,S20,5
Bicep Femoris (%),1259,3270,1051,4117,6616,2499,success,S20,5
Tibialis Anterior (%),1259,3725,1135,4690,7145,2455,success,S22,1
Gastrocnemius Medialis (%),1778,3725,1135,6623,10090,3467,success,S22,1
Gastrocnemius Lateralis (%),1778,3725,1135,6623,10090,3467,success,S22,1
Rectus Femoris (%),1259,3725,1135,4690,7145,2455,success,S22,1
Vastus Lateralis (%),1778,3725,1135,6623,10090,3467,success,S22,1
Vastus Medialis (%),1778,3725,1135,6623,10090,3467,success,S22,1
Semitendinosus (%),1259,3725,1135,4690,7145,2455,success,S22,1
Bicep Femoris (%),1259,3725,1135,4690,7145,2455,success,S22,1
Tibialis Anterior (%),1259,3198,1031,4026,6490,2464,success,S22,2
Gastrocnemius Medialis (%),1778,3198,1031,5686,9166,3480,success,S22,2
Gastrocnemius Lateralis (%),1778,3198,1031,5686,9166,3480,success,S22,2
Rectus Femoris (%),1259,3198,1031,4026,6490,2464,success,S22,2
Vastus Lateralis (%),1778,3198,1031,5686,9166,3480,success,S22,2
Vastus Medialis (%),1778,3198,1031,5686,9166,3480,success,S22,2
Semitendinosus (%),1259,3198,1031,4026,6490,2464,success,S22,2
Bicep Femoris (%),1259,3198,1031,4026,6490,2464,success,S22,2
Tibialis Anterior (%),1259,2854,974,3593,6131,2538,success,S22,3
Gastrocnemius Medialis (%),1778,2854,974,5074,8659,3585,success,S22,3
Gastrocnemius Lateralis (%),1778,2854,974,5074,8659,3585,success,S22,3
Rectus Femoris (%),1259,2854,974,3593,6131,2538,success,S22,3
Vastus Lateralis (%),1778,2854,974,5074,8659,3585,success,S22,3
Vastus Medialis (%),1778,2854,974,5074,8659,3585,success,S22,3
Semitendinosus (%),1259,2854,974,3593,6131,2538,success,S22,3
Bicep Femoris (%),1259,2854,974,3593,6131,2538,success,S22,3
Tibialis Anterior (%),1259,1948,1051,2453,6616,4163,success,S22,4
Gastrocnemius Medialis (%),1778,1948,1051,3464,9343,5879,success,S22,4
Gastrocnemius Lateralis (%),1778,1948,1051,3464,9343,5879,success,S22,4
Rectus Femoris (%),1259,1948,1051,2453,6616,4163,success,S22,4
Vastus Lateralis (%),1778,1948,1051,3464,9343,5879,success,S22,4
Vastus Medialis (%),1778,1948,1051,3464,9343,5879,success,S22,4
Semitendinosus (%),1259,1948,1051,2453,6616,4163,success,S22,4
Bicep Femoris (%),1259,1948,1051,2453,6616,4163,success,S22,4
Tibialis Anterior (%),1259,3599,1108,4531,6975,2444,success,S22,5
Gastrocnemius Medialis (%),1778,3599,1108,6399,9850,3451,success,S22,5
Gastrocnemius Lateralis (%),1778,3599,1108,6399,9850,3451,success,S22,5
Rectus Femoris (%),1259,3599,1108,4531,6975,2444,success,S22,5
Vastus Lateralis (%),1778,3599,1108,6399,9850,3451,success,S22,5
Vastus Medialis (%),1778,3599,1108,6399,9850,3451,success,S22,5
Semitendinosus (%),1259,3599,1108,4531,6975,2444,success,S22,5
Bicep Femoris (%),1259,3599,1108,4531,6975,2444,success,S22,5
Tibialis Anterior (%),1259,1809,1001,2278,6301,4023,success,S23,1
Gastrocnemius Medialis (%),1778,1809,1001,3216,8899,5683,success,S23,1
Gastrocnemius Lateralis (%),1778,1809,1001,3216,8899,5683,success,S23,1
Rectus Femoris (%),1259,1809,1001,2278,6301,4023,success,S23,1
Vastus Lateralis (%),1778,1809,1001,3216,8899,5683,success,S23,1
Vastus Medialis (%),1778,1809,1001,3216,8899,5683,success,S23,1
Semitendinosus (%),1259,1809,1001,2278,6301,4023,success,S23,1
Bicep Femoris (%),1259,1809,1001,2278,6301,4023,success,S23,1
Tibialis Anterior (%),1259,3157,996,3975,6270,2295,success,S23,2
Gastrocnemius Medialis (%),1778,3157,996,5613,8854,3241,success,S23,2
Gastrocnemius Lateralis (%),1778,3157,996,5613,8854,3241,success,S23,2
Rectus Femoris (%),1259,3157,996,3975,6270,2295,success,S23,2
Vastus Lateralis (%),1778,3157,996,5613,8854,3241,success,S23,2
Vastus Medialis (%),1778,3157,996,5613,8854,3241,success,S23,2
Semitendinosus (%),1259,3157,996,3975,6270,2295,success,S23,2
Bicep Femoris (%),1259,3157,996,3975,6270,2295,success,S23,2
Tibialis Anterior (%),1259,3832,1179,4824,7422,2598,success,S23,3
Gastrocnemius Medialis (%),1778,3832,1179,6813,10481,3668,success,S23,3
Gastrocnemius Lateralis (%),1778,3832,1179,6813,10481,3668,success,S23,3
Rectus Femoris (%),1259,3832,1179,4824,7422,2598,success,S23,3
Vastus Lateralis (%),1778,3832,1179,6813,10481,3668,success,S23,3
Vastus Medialis (%),1778,3832,1179,6813,10481,3668,success,S23,3
Semitendinosus (%),1259,3832,1179,4824,7422,2598,success,S23,3
Bicep Femoris (%),1259,3832,1179,4824,7422,2598,success,S23,3
Tibialis Anterior (%),1259,1214,1075,1528,6767,5239,success,S23,4
Gastrocnemius Medialis (%),1778,1214,1075,2158,9557,7399,success,S23,4
Gastrocnemius Lateralis (%),1778,1214,1075,2158,9557,7399,success,S23,4
Rectus Femoris (%),1259,1214,1075,1528,6767,5239,success,S23,4
Vastus Lateralis (%),1778,1214,1075,2158,9557,7399,success,S23,4
Vastus Medialis (%),1778,1214,1075,2158,9557,7399,success,S23,4
Semitendinosus (%),1259,1214,1075,1528,6767,5239,success,S23,4
Bicep Femoris (%),1259,1214,1075,1528,6767,5239,success,S23,4
Tibialis Anterior (%),1259,3296,1070,4150,6736,2586,success,S23,5
Gastrocnemius Medialis (%),1778,3296,1070,5860,9512,3652,success,S23,5
Gastrocnemius Lateralis (%),1778,3296,1070,5860,9512,3652,success,S23,5
Rectus Femoris (%),1259,3296,1070,4150,6736,2586,success,S23,5
Vastus Lateralis (%),1778,3296,1070,5860,9512,3652,success,S23,5
Vastus Medialis (%),1778,3296,1070,5860,9512,3652,success,S23,5
Semitendinosus (%),1259,3296,1070,4150,6736,2586,success,S23,5
Bicep Femoris (%),1259,3296,1070,4150,6736,2586,success,S23,5
Tibialis Anterior (%),1259,3297,1485,4151,9348,5197,success,S25,1
Gastrocnemius Medialis (%),1778,3297,1485,5862,13202,7340,success,S25,1
Gastrocnemius Lateralis (%),1778,3297,1485,5862,13202,7340,success,S25,1
Rectus Femoris (%),1259,3297,1485,4151,9348,5197,success,S25,1
Vastus Lateralis (%),1778,3297,1485,5862,13202,7340,success,S25,1
Vastus Medialis (%),1778,3297,1485,5862,13202,7340,success,S25,1
Semitendinosus (%),1259,3297,1485,4151,9348,5197,success,S25,1
Bicep Femoris (%),1259,3297,1485,4151,9348,5197,success,S25,1
Tibialis Anterior (%),1259,2680,1465,3374,9222,5848,success,S25,2
Gastrocnemius Medialis (%),1778,2680,1465,4765,13024,8259,success,S25,2
Gastrocnemius Lateralis (%),1778,2680,1465,4765,13024,8259,success,S25,2
Rectus Femoris (%),1259,2680,1465,3374,9222,5848,success,S25,2
Vastus Lateralis (%),1778,2680,1465,4765,13024,8259,success,S25,2
Vastus Medialis (%),1778,2680,1465,4765,13024,8259,success,S25,2
Semitendinosus (%),1259,2680,1465,3374,9222,5848,success,S25,2
Bicep Femoris (%),1259,2680,1465,3374,9222,5848,success,S25,2
Tibialis Anterior (%),1259,2914,1416,3669,8914,5245,success,S25,3
Gastrocnemius Medialis (%),1778,2914,1416,5181,12588,7407,success,S25,3
Gastrocnemius Lateralis (%),1778,2914,1416,5181,12588,7407,success,S25,3
Rectus Femoris (%),1259,2914,1416,3669,8914,5245,success,S25,3
Vastus Lateralis (%),1778,2914,1416,5181,12588,7407,success,S25,3
Vastus Medialis (%),1778,2914,1416,5181,12588,7407,success,S25,3
Semitendinosus (%),1259,2914,1416,3669,8914,5245,success,S25,3
Bicep Femoris (%),1259,2914,1416,3669,8914,5245,success,S25,3
Tibialis Anterior (%),1259,2923,1430,3680,9002,5322,success,S25,4
Gastrocnemius Medialis (%),1778,2923,1430,5197,12713,7516,success,S25,4
Gastrocnemius Lateralis (%),1778,2923,1430,5197,12713,7516,success,S25,4
Rectus Femoris (%),1259,2923,1430,3680,9002,5322,success,S25,4
Vastus Lateralis (%),1778,2923,1430,5197,12713,7516,success,S25,4
Vastus Medialis (%),1778,2923,1430,5197,12713,7516,success,S25,4
Semitendinosus (%),1259,2923,1430,3680,9002,5322,success,S25,4
Bicep Femoris (%),1259,2923,1430,3680,9002,5322,success,S25,4
Tibialis Anterior (%),1259,3418,1546,4303,9732,5429,success,S25,5
Gastrocnemius Medialis (%),1778,3418,1546,6077,13744,7667,success,S25,5
Gastrocnemius Lateralis (%),1778,3418,1546,6077,13744,7667,success,S25,5
Rectus Femoris (%),1259,3418,1546,4303,9732,5429,success,S25,5
Vastus Lateralis (%),1778,3418,1546,6077,13744,7667,success,S25,5
Vastus Medialis (%),1778,3418,1546,6077,13744,7667,success,S25,5
Semitendinosus (%),1259,3418,1546,4303,9732,5429,success,S25,5
Bicep Femoris (%),1259,3418,1546,4303,9732,5429,success,S25,5
Tibialis Anterior (%),1259,2179,813,2743,5118,2375,success,S35,1
Gastrocnemius Medialis (%),1778,2179,813,3874,7228,3354,success,S35,1
Gastrocnemius Lateralis (%),1778,2179,813,3874,7228,3354,success,S35,1
Rectus Femoris (%),1259,2179,813,2743,5118,2375,success,S35,1
Vastus Lateralis (%),1778,2179,813,3874,7228,3354,success,S35,1
Vastus Medialis (%),1778,2179,813,3874,7228,3354,success,S35,1
Semitendinosus (%),1259,2179,813,2743,5118,2375,success,S35,1
Bicep Femoris (%),1259,2179,813,2743,5118,2375,success,S35,1
Tibialis Anterior (%),1259,1804,864,2271,5439,3168,success,S35,2
Gastrocnemius Medialis (%),1778,1804,864,3208,7681,4473,success,S35,2
Gastrocnemius Lateralis (%),1778,1804,864,3208,7681,4473,success,S35,2
Rectus Femoris (%),1259,1804,864,2271,5439,3168,success,S35,2
Vastus Lateralis (%),1778,1804,864,3208,7681,4473,success,S35,2
Vastus Medialis (%),1778,1804,864,3208,7681,4473,success,S35,2
Semitendinosus (%),1259,1804,864,2271,5439,3168,success,S35,2
Bicep Femoris (%),1259,1804,864,2271,5439,3168,success,S35,2
Tibialis Anterior (%),1259,1933,743,2434,4677,2243,success,S35,3
Gastrocnemius Medialis (%),1778,1933,743,3437,6605,3168,success,S35,3
Gastrocnemius Lateralis (%),1778,1933,743,3437,6605,3168,success,S35,3
Rectus Femoris (%),1259,1933,743,2434,4677,2243,success,S35,3
Vastus Lateralis (%),1778,1933,743,3437,6605,3168,success,S35,3
Vastus Medialis (%),1778,1933,743,3437,6605,3168,success,S35,3
Semitendinosus (%),1259,1933,743,2434,4677,2243,success,S35,3
Bicep Femoris (%),1259,1933,743,2434,4677,2243,success,S35,3
Tibialis Anterior (%),1259,1986,771,2500,4853,2353,success,S35,4
Gastrocnemius Medialis (%),1778,1986,771,3531,6854,3323,success,S35,4
Gastrocnemius Lateralis (%),1778,1986,771,3531,6854,3323,success,S35,4
Rectus Femoris (%),1259,1986,771,2500,4853,2353,success,S35,4
Vastus Lateralis (%),1778,1986,771,3531,6854,3323,success,S35,4
Vastus Medialis (%),1778,1986,771,3531,6854,3323,success,S35,4
Semitendinosus (%),1259,1986,771,2500,4853,2353,success,S35,4
Bicep Femoris (%),1259,1986,771,2500,4853,2353,success,S35,4
Tibialis Anterior (%),1259,2471,844,3111,5313,2202,success,S35,5
Gastrocnemius Medialis (%),1778,2471,844,4393,7503,3110,success,S35,5
Gastrocnemius Lateralis (%),1778,2471,844,4393,7503,3110,success,S35,5
Rectus Femoris (%),1259,2471,844,3111,5313,2202,success,S35,5
Vastus Lateralis (%),1778,2471,844,4393,7503,3110,success,S35,5
Vastus Medialis (%),1778,2471,844,4393,7503,3110,success,S35,5
Semitendinosus (%),1259,2471,844,3111,5313,2202,success,S35,5
Bicep Femoris (%),1259,2471,844,3111,5313,2202,success,S35,5
Tibialis Anterior (%),1259,2646,947,3331,5961,2630,success,S41,3
Gastrocnemius Medialis (%),1778,2646,947,4705,8419,3714,success,S41,3
Gastrocnemius Lateralis (%),1778,2646,947,4705,8419,3714,success,S41,3
Rectus Femoris (%),1259,2646,947,3331,5961,2630,success,S41,3
Vastus Lateralis (%),1778,2646,947,4705,8419,3714,success,S41,3
Vastus Medialis (%),1778,2646,947,4705,8419,3714,success,S41,3
Semitendinosus (%),1259,2646,947,3331,5961,2630,success,S41,3
Bicep Femoris (%),1259,2646,947,3331,5961,2630,success,S41,3
Tibialis Anterior (%),1259,77,730,97,4595,4498,success,S41,4
Gastrocnemius Medialis (%),1778,77,730,137,6490,6353,success,S41,4
Gastrocnemius Lateralis (%),1778,77,730,137,6490,6353,success,S41,4
Rectus Femoris (%),1259,77,730,97,4595,4498,success,S41,4
Vastus Lateralis (%),1778,77,730,137,6490,6353,success,S41,4
Vastus Medialis (%),1778,77,730,137,6490,6353,success,S41,4
Semitendinosus (%),1259,77,730,97,4595,4498,success,S41,4
Bicep Femoris (%),1259,77,730,97,4595,4498,success,S41,4
Tibialis Anterior (%),1259,2585,1301,3255,8190,4935,success,S46,1
Gastrocnemius Medialis (%),1778,2585,1301,4596,11566,6970,success,S46,1
Gastrocnemius Lateralis (%),1778,2585,1301,4596,11566,6970,success,S46,1
Rectus Femoris (%),1259,2585,1301,3255,8190,4935,success,S46,1
Vastus Lateralis (%),1778,2585,1301,4596,11566,6970,success,S46,1
Vastus Medialis (%),1778,2585,1301,4596,11566,6970,success,S46,1
Semitendinosus (%),1259,2585,1301,3255,8190,4935,success,S46,1
Bicep Femoris (%),1259,2585,1301,3255,8190,4935,success,S46,1
Tibialis Anterior (%),1259,2956,1327,3722,8353,4631,success,S46,2
Gastrocnemius Medialis (%),1778,2956,1327,5256,11797,6541,success,S46,2
Gastrocnemius Lateralis (%),1778,2956,1327,5256,11797,6541,success,S46,2
Rectus Femoris (%),1259,2956,1327,3722,8353,4631,success,S46,2
Vastus Lateralis (%),1778,2956,1327,5256,11797,6541,success,S46,2
Vastus Medialis (%),1778,2956,1327,5256,11797,6541,success,S46,2
Semitendinosus (%),1259,2956,1327,3722,8353,4631,success,S46,2
Bicep Femoris (%),1259,2956,1327,3722,8353,4631,success,S46,2
Tibialis Anterior (%),1259,2421,1253,3048,7888,4840,success,S46,3
Gastrocnemius Medialis (%),1778,2421,1253,4305,11139,6834,success,S46,3
Gastrocnemius Lateralis (%),1778,2421,1253,4305,11139,6834,success,S46,3
Rectus Femoris (%),1259,2421,1253,3048,7888,4840,success,S46,3
Vastus Lateralis (%),1778,2421,1253,4305,11139,6834,success,S46,3
Vastus Medialis (%),1778,2421,1253,4305,11139,6834,success,S46,3
Semitendinosus (%),1259,2421,1253,3048,7888,4840,success,S46,3
Bicep Femoris (%),1259,2421,1253,3048,7888,4840,success,S46,3
Tibialis Anterior (%),1259,2724,1259,3430,7925,4495,success,S46,4
Gastrocnemius Medialis (%),1778,2724,1259,4843,11193,6350,success,S46,4
Gastrocnemius Lateralis (%),1778,2724,1259,4843,11193,6350,success,S46,4
Rectus Femoris (%),1259,2724,1259,3430,7925,4495,success,S46,4
Vastus Lateralis (%),1778,2724,1259,4843,11193,6350,success,S46,4
Vastus Medialis (%),1778,2724,1259,4843,11193,6350,success,S46,4
Semitendinosus (%),1259,2724,1259,3430,7925,4495,success,S46,4
Bicep Femoris (%),1259,2724,1259,3430,7925,4495,success,S46,4
Tibialis Anterior (%),1259,2543,1289,3202,8114,4912,success,S46,5
Gastrocnemius Medialis (%),1778,2543,1289,4521,11459,6938,success,S46,5
Gastrocnemius Lateralis (%),1778,2543,1289,4521,11459,6938,success,S46,5
Rectus Femoris (%),1259,2543,1289,3202,8114,4912,success,S46,5
Vastus Lateralis (%),1778,2543,1289,4521,11459,6938,success,S46,5
Vastus Medialis (%),1778,2543,1289,4521,11459,6938,success,S46,5
Semitendinosus (%),1259,2543,1289,3202,8114,4912,success,S46,5
Bicep Femoris (%),1259,2543,1289,3202,8114,4912,success,S46,5
Tibialis Anterior (%),1259,1724,1035,2171,6515,4344,success,S26,1
Gastrocnemius Medialis (%),1778,1724,1035,3065,9201,6136,success,S26,1
Gastrocnemius Lateralis (%),1778,1724,1035,3065,9201,6136,success,S26,1
Rectus Femoris (%),1259,1724,1035,2171,6515,4344,success,S26,1
Vastus Lateralis (%),1778,1724,1035,3065,9201,6136,success,S26,1
Vastus Medialis (%),1778,1724,1035,3065,9201,6136,success,S26,1
Semitendinosus (%),1259,1724,1035,2171,6515,4344,success,S26,1
Bicep Femoris (%),1259,1724,1035,2171,6515,4344,success,S26,1
Tibialis Anterior (%),1259,2733,1034,3441,6509,3068,success,S26,2
Gastrocnemius Medialis (%),1778,2733,1034,4859,9192,4333,success,S26,2
Gastrocnemius Lateralis (%),1778,2733,1034,4859,9192,4333,success,S26,2
Rectus Femoris (%),1259,2733,1034,3441,6509,3068,success,S26,2
Vastus Lateralis (%),1778,2733,1034,4859,9192,4333,success,S26,2
Vastus Medialis (%),1778,2733,1034,4859,9192,4333,success,S26,2
Semitendinosus (%),1259,2733,1034,3441,6509,3068,success,S26,2
Bicep Femoris (%),1259,2733,1034,3441,6509,3068,success,S26,2
Tibialis Anterior (%),1259,3302,1156,4157,7277,3120,success,S26,3
Gastrocnemius Medialis (%),1778,3302,1156,5871,10277,4406,success,S26,3
Gastrocnemius Lateralis (%),1778,3302,1156,5871,10277,4406,success,S26,3
Rectus Femoris (%),1259,3302,1156,4157,7277,3120,success,S26,3
Vastus Lateralis (%),1778,3302,1156,5871,10277,4406,success,S26,3
Vastus Medialis (%),1778,3302,1156,5871,10277,4406,success,S26,3
Semitendinosus (%),1259,3302,1156,4157,7277,3120,success,S26,3
Bicep Femoris (%),1259,3302,1156,4157,7277,3120,success,S26,3
Tibialis Anterior (%),1259,2240,917,2820,5773,2953,success,S26,4
Gastrocnemius Medialis (%),1778,2240,917,3983,8152,4169,success,S26,4
Gastrocnemius Lateralis (%),1778,2240,917,3983,8152,4169,success,S26,4
Rectus Femoris (%),1259,2240,917,2820,5773,2953,success,S26,4
Vastus Lateralis (%),1778,2240,917,3983,8152,4169,success,S26,4
Vastus Medialis (%),1778,2240,917,3983,8152,4169,success,S26,4
Semitendinosus (%),1259,2240,917,2820,5773,2953,success,S26,4
Bicep Femoris (%),1259,2240,917,2820,5773,2953,success,S26,4
Tibialis Anterior (%),1259,2325,900,2927,5666,2739,success,S26,5
Gastrocnemius Medialis (%),1778,2325,900,4134,8001,3867,success,S26,5
Gastrocnemius Lateralis (%),1778,2325,900,4134,8001,3867,success,S26,5
Rectus Femoris (%),1259,2325,900,2927,5666,2739,success,S26,5
Vastus Lateralis (%),1778,2325,900,4134,8001,3867,success,S26,5
Vastus Medialis (%),1778,2325,900,4134,8001,3867,success,S26,5
Semitendinosus (%),1259,2325,900,2927,5666,2739,success,S26,5
Bicep Femoris (%),1259,2325,900,2927,5666,2739,success,S26,5
Tibialis Anterior (%),1259,3081,1028,3879,6471,2592,success,S29,1
Gastrocnemius Medialis (%),1778,3081,1028,5478,9139,3661,success,S29,1
Gastrocnemius Lateralis (%),1778,3081,1028,5478,9139,3661,success,S29,1
Rectus Femoris (%),1259,3081,1028,3879,6471,2592,success,S29,1
Vastus Lateralis (%),1778,3081,1028,5478,9139,3661,success,S29,1
Vastus Medialis (%),1778,3081,1028,5478,9139,3661,success,S29,1
Semitendinosus (%),1259,3081,1028,3879,6471,2592,success,S29,1
Bicep Femoris (%),1259,3081,1028,3879,6471,2592,success,S29,1
Tibialis Anterior (%),1259,2904,1006,3656,6333,2677,success,S29,2
Gastrocnemius Medialis (%),1778,2904,1006,5163,8943,3780,success,S29,2
Gastrocnemius Lateralis (%),1778,2904,1006,5163,8943,3780,success,S29,2
Rectus Femoris (%),1259,2904,1006,3656,6333,2677,success,S29,2
Vastus Lateralis (%),1778,2904,1006,5163,8943,3780,success,S29,2
