muscle_column,emg_fs,start_grf_idx,end_mocap_idx,mapped_start_emg_idx,mapped_end_emg_idx,cropped_length,status,subject,trial
Gastrocnemius Medialis (%),1778,3082,1137,5480,10108,4628,success,S47,2
Gastrocnemius Lateralis (%),1778,3082,1137,5480,10108,4628,success,S47,2
Rectus Femoris (%),1259,3082,1137,3880,7157,3277,success,S47,2
Vastus Lateralis (%),1778,3082,1137,5480,10108,4628,success,S47,2
Vastus Medialis (%),1778,3082,1137,5480,10108,4628,success,S47,2
Semitendinosus (%),1259,3082,1137,3880,7157,3277,success,S47,2
Bicep Femoris (%),1259,3082,1137,3880,7157,3277,success,S47,2
Tibialis Anterior (%),1259,1642,1008,2067,6345,4278,success,S47,3
Gastrocnemius Medialis (%),1778,1642,1008,2919,8961,6042,success,S47,3
Gastrocnemius Lateralis (%),1778,1642,1008,2919,8961,6042,success,S47,3
Rectus Femoris (%),1259,1642,1008,2067,6345,4278,success,S47,3
Vastus Lateralis (%),1778,1642,1008,2919,8961,6042,success,S47,3
Vastus Medialis (%),1778,1642,1008,2919,8961,6042,success,S47,3
Semitendinosus (%),1259,1642,1008,2067,6345,4278,success,S47,3
Bicep Femoris (%),1259,1642,1008,2067,6345,4278,success,S47,3
Tibialis Anterior (%),1259,2246,948,2828,5968,3140,success,S47,4
Gastrocnemius Medialis (%),1778,2246,948,3993,8428,4435,success,S47,4
Gastrocnemius Lateralis (%),1778,2246,948,3993,8428,4435,success,S47,4
Rectus Femoris (%),1259,2246,948,2828,5968,3140,success,S47,4
Vastus Lateralis (%),1778,2246,948,3993,8428,4435,success,S47,4
Vastus Medialis (%),1778,2246,948,3993,8428,4435,success,S47,4
Semitendinosus (%),1259,2246,948,2828,5968,3140,success,S47,4
Bicep Femoris (%),1259,2246,948,2828,5968,3140,success,S47,4
Tibialis Anterior (%),1259,2409,956,3033,6018,2985,success,S47,5
Gastrocnemius Medialis (%),1778,2409,956,4283,8499,4216,success,S47,5
Gastrocnemius Lateralis (%),1778,2409,956,4283,8499,4216,success,S47,5
Rectus Femoris (%),1259,2409,956,3033,6018,2985,success,S47,5
Vastus Lateralis (%),1778,2409,956,4283,8499,4216,success,S47,5
Vastus Medialis (%),1778,2409,956,4283,8499,4216,success,S47,5
Semitendinosus (%),1259,2409,956,3033,6018,2985,success,S47,5
Bicep Femoris (%),1259,2409,956,3033,6018,2985,success,S47,5
Tibialis Anterior (%),1259,2099,983,2643,6188,3545,success,S48,1
Gastrocnemius Medialis (%),1778,2099,983,3732,8739,5007,success,S48,1
Gastrocnemius Lateralis (%),1778,2099,983,3732,8739,5007,success,S48,1
Rectus Femoris (%),1259,2099,983,2643,6188,3545,success,S48,1
Vastus Lateralis (%),1778,2099,983,3732,8739,5007,success,S48,1
Vastus Medialis (%),1778,2099,983,3732,8739,5007,success,S48,1
Semitendinosus (%),1259,2099,983,2643,6188,3545,success,S48,1
Bicep Femoris (%),1259,2099,983,2643,6188,3545,success,S48,1
Tibialis Anterior (%),1259,2142,977,2697,6150,3453,success,S48,2
Gastrocnemius Medialis (%),1778,2142,977,3808,8686,4878,success,S48,2
Gastrocnemius Lateralis (%),1778,2142,977,3808,8686,4878,success,S48,2
Rectus Femoris (%),1259,2142,977,2697,6150,3453,success,S48,2
Vastus Lateralis (%),1778,2142,977,3808,8686,4878,success,S48,2
Vastus Medialis (%),1778,2142,977,3808,8686,4878,success,S48,2
Semitendinosus (%),1259,2142,977,2697,6150,3453,success,S48,2
Bicep Femoris (%),1259,2142,977,2697,6150,3453,success,S48,2
Tibialis Anterior (%),1259,2137,960,2690,6043,3353,success,S48,3
Gastrocnemius Medialis (%),1778,2137,960,3800,8534,4734,success,S48,3
Gastrocnemius Lateralis (%),1778,2137,960,3800,8534,4734,success,S48,3
Rectus Femoris (%),1259,2137,960,2690,6043,3353,success,S48,3
Vastus Lateralis (%),1778,2137,960,3800,8534,4734,success,S48,3
Vastus Medialis (%),1778,2137,960,3800,8534,4734,success,S48,3
Semitendinosus (%),1259,2137,960,2690,6043,3353,success,S48,3
Bicep Femoris (%),1259,2137,960,2690,6043,3353,success,S48,3
Tibialis Anterior (%),1259,2009,1005,2529,6326,3797,success,S48,4
Gastrocnemius Medialis (%),1778,2009,1005,3572,8934,5362,success,S48,4
Gastrocnemius Lateralis (%),1778,2009,1005,3572,8934,5362,success,S48,4
Rectus Femoris (%),1259,2009,1005,2529,6326,3797,success,S48,4
Vastus Lateralis (%),1778,2009,1005,3572,8934,5362,success,S48,4
Vastus Medialis (%),1778,2009,1005,3572,8934,5362,success,S48,4
Semitendinosus (%),1259,2009,1005,2529,6326,3797,success,S48,4
Bicep Femoris (%),1259,2009,1005,2529,6326,3797,success,S48,4
Tibialis Anterior (%),1259,2011,911,2532,5735,3203,success,S48,5
Gastrocnemius Medialis (%),1778,2011,911,3576,8099,4523,success,S48,5
Gastrocnemius Lateralis (%),1778,2011,911,3576,8099,4523,success,S48,5
Rectus Femoris (%),1259,2011,911,2532,5735,3203,success,S48,5
Vastus Lateralis (%),1778,2011,911,3576,8099,4523,success,S48,5
Vastus Medialis (%),1778,2011,911,3576,8099,4523,success,S48,5
Semitendinosus (%),1259,2011,911,2532,5735,3203,success,S48,5
Bicep Femoris (%),1259,2011,911,2532,5735,3203,success,S48,5
Tibialis Anterior (%),1259,1790,980,2254,6169,3915,success,S49,1
Gastrocnemius Medialis (%),1778,1790,980,3183,8712,5529,success,S49,1
Gastrocnemius Lateralis (%),1778,1790,980,3183,8712,5529,success,S49,1
Rectus Femoris (%),1259,1790,980,2254,6169,3915,success,S49,1
Vastus Lateralis (%),1778,1790,980,3183,8712,5529,success,S49,1
Vastus Medialis (%),1778,1790,980,3183,8712,5529,success,S49,1
Semitendinosus (%),1259,1790,980,2254,6169,3915,success,S49,1
Bicep Femoris (%),1259,1790,980,2254,6169,3915,success,S49,1
Tibialis Anterior (%),1259,2071,954,2607,6005,3398,success,S49,2
Gastrocnemius Medialis (%),1778,2071,954,3682,8481,4799,success,S49,2
Gastrocnemius Lateralis (%),1778,2071,954,3682,8481,4799,success,S49,2
Rectus Femoris (%),1259,2071,954,2607,6005,3398,success,S49,2
Vastus Lateralis (%),1778,2071,954,3682,8481,4799,success,S49,2
Vastus Medialis (%),1778,2071,954,3682,8481,4799,success,S49,2
Semitendinosus (%),1259,2071,954,2607,6005,3398,success,S49,2
Bicep Femoris (%),1259,2071,954,2607,6005,3398,success,S49,2
Tibialis Anterior (%),1259,2218,983,2792,6188,3396,success,S49,3
Gastrocnemius Medialis (%),1778,2218,983,3944,8739,4795,success,S49,3
Gastrocnemius Lateralis (%),1778,2218,983,3944,8739,4795,success,S49,3
Rectus Femoris (%),1259,2218,983,2792,6188,3396,success,S49,3
Vastus Lateralis (%),1778,2218,983,3944,8739,4795,success,S49,3
Vastus Medialis (%),1778,2218,983,3944,8739,4795,success,S49,3
Semitendinosus (%),1259,2218,983,2792,6188,3396,success,S49,3
Bicep Femoris (%),1259,2218,983,2792,6188,3396,success,S49,3
Tibialis Anterior (%),1259,2511,985,3161,6201,3040,success,S49,4
Gastrocnemius Medialis (%),1778,2511,985,4465,8757,4292,success,S49,4
Gastrocnemius Lateralis (%),1778,2511,985,4465,8757,4292,success,S49,4
Rectus Femoris (%),1259,2511,985,3161,6201,3040,success,S49,4
Vastus Lateralis (%),1778,2511,985,4465,8757,4292,success,S49,4
Vastus Medialis (%),1778,2511,985,4465,8757,4292,success,S49,4
Semitendinosus (%),1259,2511,985,3161,6201,3040,success,S49,4
Bicep Femoris (%),1259,2511,985,3161,6201,3040,success,S49,4
Tibialis Anterior (%),1259,2526,967,3180,6087,2907,success,S49,5
Gastrocnemius Medialis (%),1778,2526,967,4491,8597,4106,success,S49,5
Gastrocnemius Lateralis (%),1778,2526,967,4491,8597,4106,success,S49,5
Rectus Femoris (%),1259,2526,967,3180,6087,2907,success,S49,5
Vastus Lateralis (%),1778,2526,967,4491,8597,4106,success,S49,5
Vastus Medialis (%),1778,2526,967,4491,8597,4106,success,S49,5
Semitendinosus (%),1259,2526,967,3180,6087,2907,success,S49,5
Bicep Femoris (%),1259,2526,967,3180,6087,2907,success,S49,5
Tibialis Anterior (%),1259,2008,1130,2528,7113,4585,success,S50,1
Gastrocnemius Medialis (%),1778,2008,1130,3570,10046,6476,success,S50,1
Gastrocnemius Lateralis (%),1778,2008,1130,3570,10046,6476,success,S50,1
Rectus Femoris (%),1259,2008,1130,2528,7113,4585,success,S50,1
Vastus Lateralis (%),1778,2008,1130,3570,10046,6476,success,S50,1
Vastus Medialis (%),1778,2008,1130,3570,10046,6476,success,S50,1
Semitendinosus (%),1259,2008,1130,2528,7113,4585,success,S50,1
Bicep Femoris (%),1259,2008,1130,2528,7113,4585,success,S50,1
Tibialis Anterior (%),1259,2955,1290,3720,8121,4401,success,S50,2
Gastrocnemius Medialis (%),1778,2955,1290,5254,11468,6214,success,S50,2
Gastrocnemius Lateralis (%),1778,2955,1290,5254,11468,6214,success,S50,2
Rectus Femoris (%),1259,2955,1290,3720,8121,4401,success,S50,2
Vastus Lateralis (%),1778,2955,1290,5254,11468,6214,success,S50,2
Vastus Medialis (%),1778,2955,1290,5254,11468,6214,success,S50,2
Semitendinosus (%),1259,2955,1290,3720,8121,4401,success,S50,2
Bicep Femoris (%),1259,2955,1290,3720,8121,4401,success,S50,2
Tibialis Anterior (%),1259,1135,1216,1429,7655,6226,success,S50,3
Gastrocnemius Medialis (%),1778,1135,1216,2018,10810,8792,success,S50,3
Gastrocnemius Lateralis (%),1778,1135,1216,2018,10810,8792,success,S50,3
Rectus Femoris (%),1259,1135,1216,1429,7655,6226,success,S50,3
Vastus Lateralis (%),1778,1135,1216,2018,10810,8792,success,S50,3
Vastus Medialis (%),1778,1135,1216,2018,10810,8792,success,S50,3
Semitendinosus (%),1259,1135,1216,1429,7655,6226,success,S50,3
Bicep Femoris (%),1259,1135,1216,1429,7655,6226,success,S50,3
Tibialis Anterior (%),1259,969,1230,1220,7743,6523,success,S50,4
Gastrocnemius Medialis (%),1778,969,1230,1723,10935,9212,success,S50,4
Gastrocnemius Lateralis (%),1778,969,1230,1723,10935,9212,success,S50,4
Rectus Femoris (%),1259,969,1230,1220,7743,6523,success,S50,4
Vastus Lateralis (%),1778,969,1230,1723,10935,9212,success,S50,4
Vastus Medialis (%),1778,969,1230,1723,10935,9212,success,S50,4
Semitendinosus (%),1259,969,1230,1220,7743,6523,success,S50,4
Bicep Femoris (%),1259,969,1230,1220,7743,6523,success,S50,4
Tibialis Anterior (%),1259,1144,1161,1440,7308,5868,success,S50,5
Gastrocnemius Medialis (%),1778,1144,1161,2034,10321,8287,success,S50,5
Gastrocnemius Lateralis (%),1778,1144,1161,2034,10321,8287,success,S50,5
Rectus Femoris (%),1259,1144,1161,1440,7308,5868,success,S50,5
Vastus Lateralis (%),1778,1144,1161,2034,10321,8287,success,S50,5
Vastus Medialis (%),1778,1144,1161,2034,10321,8287,success,S50,5
Semitendinosus (%),1259,1144,1161,1440,7308,5868,success,S50,5
Bicep Femoris (%),1259,1144,1161,1440,7308,5868,success,S50,5
Tibialis Anterior (%),1259,2408,1113,3032,7006,3974,success,S51,2
Gastrocnemius Medialis (%),1778,2408,1113,4281,9895,5614,success,S51,2
Gastrocnemius Lateralis (%),1778,2408,1113,4281,9895,5614,success,S51,2
Rectus Femoris (%),1259,2408,1113,3032,7006,3974,success,S51,2
Vastus Lateralis (%),1778,2408,1113,4281,9895,5614,success,S51,2
Vastus Medialis (%),1778,2408,1113,4281,9895,5614,success,S51,2
Semitendinosus (%),1259,2408,1113,3032,7006,3974,success,S51,2
Bicep Femoris (%),1259,2408,1113,3032,7006,3974,success,S51,2
Tibialis Anterior (%),1259,1934,1198,2435,7541,5106,success,S51,4
Gastrocnemius Medialis (%),1778,1934,1198,3439,10650,7211,success,S51,4
Gastrocnemius Lateralis (%),1778,1934,1198,3439,10650,7211,success,S51,4
Rectus Femoris (%),1259,1934,1198,2435,7541,5106,success,S51,4
Vastus Lateralis (%),1778,1934,1198,3439,10650,7211,success,S51,4
Vastus Medialis (%),1778,1934,1198,3439,10650,7211,success,S51,4
Semitendinosus (%),1259,1934,1198,2435,7541,5106,success,S51,4
Bicep Femoris (%),1259,1934,1198,2435,7541,5106,success,S51,4
Tibialis Anterior (%),1259,2500,1248,3148,7856,4708,success,S51,5
Gastrocnemius Medialis (%),1778,2500,1248,4445,11095,6650,success,S51,5
Gastrocnemius Lateralis (%),1778,2500,1248,4445,11095,6650,success,S51,5
Rectus Femoris (%),1259,2500,1248,3148,7856,4708,success,S51,5
Vastus Lateralis (%),1778,2500,1248,4445,11095,6650,success,S51,5
Vastus Medialis (%),1778,2500,1248,4445,11095,6650,success,S51,5
Semitendinosus (%),1259,2500,1248,3148,7856,4708,success,S51,5
Bicep Femoris (%),1259,2500,1248,3148,7856,4708,success,S51,5
Tibialis Anterior (%),1259,1759,908,2215,5716,3501,success,S54,1
Gastrocnemius Medialis (%),1778,1759,908,3128,8072,4944,success,S54,1
Gastrocnemius Lateralis (%),1778,1759,908,3128,8072,4944,success,S54,1
Rectus Femoris (%),1259,1759,908,2215,5716,3501,success,S54,1
Vastus Lateralis (%),1778,1759,908,3128,8072,4944,success,S54,1
Vastus Medialis (%),1778,1759,908,3128,8072,4944,success,S54,1
Semitendinosus (%),1259,1759,908,2215,5716,3501,success,S54,1
Bicep Femoris (%),1259,1759,908,2215,5716,3501,success,S54,1
Tibialis Anterior (%),1259,1280,1081,1612,6805,5193,success,S54,2
Gastrocnemius Medialis (%),1778,1280,1081,2276,9610,7334,success,S54,2
Gastrocnemius Lateralis (%),1778,1280,1081,2276,9610,7334,success,S54,2
Rectus Femoris (%),1259,1280,1081,1612,6805,5193,success,S54,2
Vastus Lateralis (%),1778,1280,1081,2276,9610,7334,success,S54,2
Vastus Medialis (%),1778,1280,1081,2276,9610,7334,success,S54,2
Semitendinosus (%),1259,1280,1081,1612,6805,5193,success,S54,2
Bicep Femoris (%),1259,1280,1081,1612,6805,5193,success,S54,2
Tibialis Anterior (%),1259,987,1299,1243,8177,6934,success,S54,3
Gastrocnemius Medialis (%),1778,987,1299,1755,11548,9793,success,S54,3
Gastrocnemius Lateralis (%),1778,987,1299,1755,11548,9793,success,S54,3
Rectus Femoris (%),1259,987,1299,1243,8177,6934,success,S54,3
Vastus Lateralis (%),1778,987,1299,1755,11548,9793,success,S54,3
Vastus Medialis (%),1778,987,1299,1755,11548,9793,success,S54,3
Semitendinosus (%),1259,987,1299,1243,8177,6934,success,S54,3
Bicep Femoris (%),1259,987,1299,1243,8177,6934,success,S54,3
Tibialis Anterior (%),1259,2541,1230,3199,7743,4544,success,S54,4
Gastrocnemius Medialis (%),1778,2541,1230,4518,10935,6417,success,S54,4
Gastrocnemius Lateralis (%),1778,2541,1230,4518,10935,6417,success,S54,4
Rectus Femoris (%),1259,2541,1230,3199,7743,4544,success,S54,4
Vastus Lateralis (%),1778,2541,1230,4518,10935,6417,success,S54,4
Vastus Medialis (%),1778,2541,1230,4518,10935,6417,success,S54,4
Semitendinosus (%),1259,2541,1230,3199,7743,4544,success,S54,4
Bicep Femoris (%),1259,2541,1230,3199,7743,4544,success,S54,4
Tibialis Anterior (%),1259,2664,1224,3354,7705,4351,success,S54,5
Gastrocnemius Medialis (%),1778,2664,1224,4737,10881,6144,success,S54,5
Gastrocnemius Lateralis (%),1778,2664,1224,4737,10881,6144,success,S54,5
Rectus Femoris (%),1259,2664,1224,3354,7705,4351,success,S54,5
Vastus Lateralis (%),1778,2664,1224,4737,10881,6144,success,S54,5
Vastus Medialis (%),1778,2664,1224,4737,10881,6144,success,S54,5
Semitendinosus (%),1259,2664,1224,3354,7705,4351,success,S54,5
Bicep Femoris (%),1259,2664,1224,3354,7705,4351,success,S54,5
Tibialis Anterior (%),1259,2594,1028,3266,6471,3205,success,S55,1
Gastrocnemius Medialis (%),1778,2594,1028,4612,9139,4527,success,S55,1
Gastrocnemius Lateralis (%),1778,2594,1028,4612,9139,4527,success,S55,1
Rectus Femoris (%),1259,2594,1028,3266,6471,3205,success,S55,1
Vastus Lateralis (%),1778,2594,1028,4612,9139,4527,success,S55,1
Vastus Medialis (%),1778,2594,1028,4612,9139,4527,success,S55,1
Semitendinosus (%),1259,2594,1028,3266,6471,3205,success,S55,1
Bicep Femoris (%),1259,2594,1028,3266,6471,3205,success,S55,1
Tibialis Anterior (%),1259,2632,1082,3314,6811,3497,success,S55,2
Gastrocnemius Medialis (%),1778,2632,1082,4680,9619,4939,success,S55,2
Gastrocnemius Lateralis (%),1778,2632,1082,4680,9619,4939,success,S55,2
Rectus Femoris (%),1259,2632,1082,3314,6811,3497,success,S55,2
Vastus Lateralis (%),1778,2632,1082,4680,9619,4939,success,S55,2
Vastus Medialis (%),1778,2632,1082,4680,9619,4939,success,S55,2
Semitendinosus (%),1259,2632,1082,3314,6811,3497,success,S55,2
Bicep Femoris (%),1259,2632,1082,3314,6811,3497,success,S55,2
Tibialis Anterior (%),1259,2952,1117,3717,7032,3315,success,S55,3
Gastrocnemius Medialis (%),1778,2952,1117,5249,9930,4681,success,S55,3
Gastrocnemius Lateralis (%),1778,2952,1117,5249,9930,4681,success,S55,3
Rectus Femoris (%),1259,2952,1117,3717,7032,3315,success,S55,3
Vastus Lateralis (%),1778,2952,1117,5249,9930,4681,success,S55,3
Vastus Medialis (%),1778,2952,1117,5249,9930,4681,success,S55,3
Semitendinosus (%),1259,2952,1117,3717,7032,3315,success,S55,3
Bicep Femoris (%),1259,2952,1117,3717,7032,3315,success,S55,3
Tibialis Anterior (%),1259,3065,1166,3859,7340,3481,success,S55,5
Gastrocnemius Medialis (%),1778,3065,1166,5450,10366,4916,success,S55,5
Gastrocnemius Lateralis (%),1778,3065,1166,5450,10366,4916,success,S55,5
Rectus Femoris (%),1259,3065,1166,3859,7340,3481,success,S55,5
Vastus Lateralis (%),1778,3065,1166,5450,10366,4916,success,S55,5
Vastus Medialis (%),1778,3065,1166,5450,10366,4916,success,S55,5
Semitendinosus (%),1259,3065,1166,3859,7340,3481,success,S55,5
Bicep Femoris (%),1259,3065,1166,3859,7340,3481,success,S55,5
Tibialis Anterior (%),1259,2829,1088,3562,6849,3287,success,S56,4
Gastrocnemius Medialis (%),1778,2829,1088,5030,9672,4642,success,S56,4
Gastrocnemius Lateralis (%),1778,2829,1088,5030,9672,4642,success,S56,4
Rectus Femoris (%),1259,2829,1088,3562,6849,3287,success,S56,4
Vastus Lateralis (%),1778,2829,1088,5030,9672,4642,success,S56,4
Vastus Medialis (%),1778,2829,1088,5030,9672,4642,success,S56,4
Semitendinosus (%),1259,2829,1088,3562,6849,3287,success,S56,4
Bicep Femoris (%),1259,2829,1088,3562,6849,3287,success,S56,4
Tibialis Anterior (%),1259,939,895,1182,5634,4452,success,S57,1
Gastrocnemius Medialis (%),1778,939,895,1670,7957,6287,success,S57,1
Gastrocnemius Lateralis (%),1778,939,895,1670,7957,6287,success,S57,1
Rectus Femoris (%),1259,939,895,1182,5634,4452,success,S57,1
Vastus Lateralis (%),1778,939,895,1670,7957,6287,success,S57,1
Vastus Medialis (%),1778,939,895,1670,7957,6287,success,S57,1
Semitendinosus (%),1259,939,895,1182,5634,4452,success,S57,1
Bicep Femoris (%),1259,939,895,1182,5634,4452,success,S57,1
Tibialis Anterior (%),1259,2256,984,2840,6194,3354,success,S57,2
Gastrocnemius Medialis (%),1778,2256,984,4011,8748,4737,success,S57,2
Gastrocnemius Lateralis (%),1778,2256,984,4011,8748,4737,success,S57,2
Rectus Femoris (%),1259,2256,984,2840,6194,3354,success,S57,2
Vastus Lateralis (%),1778,2256,984,4011,8748,4737,success,S57,2
Vastus Medialis (%),1778,2256,984,4011,8748,4737,success,S57,2
Semitendinosus (%),1259,2256,984,2840,6194,3354,success,S57,2
Bicep Femoris (%),1259,2256,984,2840,6194,3354,success,S57,2
Tibialis Anterior (%),1259,1292,940,1627,5917,4290,success,S57,3
Gastrocnemius Medialis (%),1778,1292,940,2297,8357,6060,success,S57,3
Gastrocnemius Lateralis (%),1778,1292,940,2297,8357,6060,success,S57,3
Rectus Femoris (%),1259,1292,940,1627,5917,4290,success,S57,3
Vastus Lateralis (%),1778,1292,940,2297,8357,6060,success,S57,3
Vastus Medialis (%),1778,1292,940,2297,8357,6060,success,S57,3
Semitendinosus (%),1259,1292,940,1627,5917,4290,success,S57,3
Bicep Femoris (%),1259,1292,940,1627,5917,4290,success,S57,3
Tibialis Anterior (%),1259,2238,937,2818,5898,3080,success,S57,4
Gastrocnemius Medialis (%),1778,2238,937,3979,8330,4351,success,S57,4
Gastrocnemius Lateralis (%),1778,2238,937,3979,8330,4351,success,S57,4
Rectus Femoris (%),1259,2238,937,2818,5898,3080,success,S57,4
Vastus Lateralis (%),1778,2238,937,3979,8330,4351,success,S57,4
Vastus Medialis (%),1778,2238,937,3979,8330,4351,success,S57,4
Semitendinosus (%),1259,2238,937,2818,5898,3080,success,S57,4
Bicep Femoris (%),1259,2238,937,2818,5898,3080,success,S57,4
Tibialis Anterior (%),1259,2912,1072,3666,6748,3082,success,S57,5
Gastrocnemius Medialis (%),1778,2912,1072,5178,9530,4352,success,S57,5
Gastrocnemius Lateralis (%),1778,2912,1072,5178,9530,4352,success,S57,5
Rectus Femoris (%),1259,2912,1072,3666,6748,3082,success,S57,5
Vastus Lateralis (%),1778,2912,1072,5178,9530,4352,success,S57,5
Vastus Medialis (%),1778,2912,1072,5178,9530,4352,success,S57,5
Semitendinosus (%),1259,2912,1072,3666,6748,3082,success,S57,5
Bicep Femoris (%),1259,2912,1072,3666,6748,3082,success,S57,5
Tibialis Anterior (%),1259,2674,1030,3367,6484,3117,success,S63,1
Gastrocnemius Medialis (%),1778,2674,1030,4754,9157,4403,success,S63,1
Gastrocnemius Lateralis (%),1778,2674,1030,4754,9157,4403,success,S63,1
Rectus Femoris (%),1259,2674,1030,3367,6484,3117,success,S63,1
Vastus Lateralis (%),1778,2674,1030,4754,9157,4403,success,S63,1
Vastus Medialis (%),1778,2674,1030,4754,9157,4403,success,S63,1
Semitendinosus (%),1259,2674,1030,3367,6484,3117,success,S63,1
Bicep Femoris (%),1259,2674,1030,3367,6484,3117,success,S63,1
Tibialis Anterior (%),1259,2329,966,2932,6081,3149,success,S63,2
Gastrocnemius Medialis (%),1778,2329,966,4141,8588,4447,success,S63,2
Gastrocnemius Lateralis (%),1778,2329,966,4141,8588,4447,success,S63,2
Rectus Femoris (%),1259,2329,966,2932,6081,3149,success,S63,2
Vastus Lateralis (%),1778,2329,966,4141,8588,4447,success,S63,2
Vastus Medialis (%),1778,2329,966,4141,8588,4447,success,S63,2
Semitendinosus (%),1259,2329,966,2932,6081,3149,success,S63,2
Bicep Femoris (%),1259,2329,966,2932,6081,3149,success,S63,2
Tibialis Anterior (%),1259,2814,1044,3543,6572,3029,success,S63,3
Gastrocnemius Medialis (%),1778,2814,1044,5003,9281,4278,success,S63,3
Gastrocnemius Lateralis (%),1778,2814,1044,5003,9281,4278,success,S63,3
Rectus Femoris (%),1259,2814,1044,3543,6572,3029,success,S63,3
Vastus Lateralis (%),1778,2814,1044,5003,9281,4278,success,S63,3
Vastus Medialis (%),1778,2814,1044,5003,9281,4278,success,S63,3
Semitendinosus (%),1259,2814,1044,3543,6572,3029,success,S63,3
Bicep Femoris (%),1259,2814,1044,3543,6572,3029,success,S63,3
Tibialis Anterior (%),1259,2444,958,3077,6031,2954,success,S63,4
Gastrocnemius Medialis (%),1778,2444,958,4345,8517,4172,success,S63,4
Gastrocnemius Lateralis (%),1778,2444,958,4345,8517,4172,success,S63,4
Rectus Femoris (%),1259,2444,958,3077,6031,2954,success,S63,4
Vastus Lateralis (%),1778,2444,958,4345,8517,4172,success,S63,4
Vastus Medialis (%),1778,2444,958,4345,8517,4172,success,S63,4
Semitendinosus (%),1259,2444,958,3077,6031,2954,success,S63,4
Bicep Femoris (%),1259,2444,958,3077,6031,2954,success,S63,4
Tibialis Anterior (%),1259,2608,973,3283,6125,2842,success,S63,5
Gastrocnemius Medialis (%),1778,2608,973,4637,8650,4013,success,S63,5
Gastrocnemius Lateralis (%),1778,2608,973,4637,8650,4013,success,S63,5
Rectus Femoris (%),1259,2608,973,3283,6125,2842,success,S63,5
Vastus Lateralis (%),1778,2608,973,4637,8650,4013,success,S63,5
Vastus Medialis (%),1778,2608,973,4637,8650,4013,success,S63,5
Semitendinosus (%),1259,2608,973,3283,6125,2842,success,S63,5
Bicep Femoris (%),1259,2608,973,3283,6125,2842,success,S63,5
